Nombre,Descripcion,Foto,Ficha,Google Maps,Categoria,Latitude,Longitude
Frontera · Salida Diama — presa y puesto fronterizo,"Frontera — Opción preferente por Diawling; verificar horarios, tasas y trámite de ambos vehículos.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=16.21581,-16.41484",Frontera,16.21581,-16.41484
Frontera · Salida Rosso — embarcadero del ferry,"Frontera — Alternativa a Diama; prever colas, ferry y controles en ambas orillas.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=16.50873,-15.81176",Frontera,16.50873,-15.81176
Embajada de España en Nuakchot,"Consular — Rue Mamadou Konaté s/n, B.P. 232 · +222 4525 2080 / 4525 2579 · emergencia +222 4683 3662 · emb.nouakchott@maec.es",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.09511,-15.97425",Consulado,18.09511,-15.97425
Consulado de España en Nuadibú,"Consular — Consulado de carrera (no honorario). Dirección oficial de Exteriores: Boulevard Médian s/n, B.P. 175 · +222 4574 5371 · emergencia +222 4670 7502 · con.nouadhibou@maec.es. El edificio no está cartografiado en OSM: esta coordenada es urbana aproximada, no la puerta.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.93,-17.033",Consulado,20.93,-17.033
Consulado honorario de España en Rosso,"Consular — Existe: cónsul honorario D. Al Hassane Diew · +222 4690 1067 · alhassanediew@gmail.com (lista oficial de la Embajada de España en Nuakchot). Exteriores no publica dirección postal: coordenada urbana aproximada, avisar por teléfono antes de ir.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=16.5128,-15.805",Consulado,16.5128,-15.805
Consulado honorario de España en Chinguetti,"Consular — Existe: cónsul honorario D. Mohamed Amara · +222 3445 6929 · sasbureau@yahoo.fr (lista oficial de la Embajada de España en Nuakchot). Exteriores no publica dirección postal: coordenada urbana aproximada sobre Chinguetti, avisar por teléfono antes de ir.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.46343,-12.36648",Consulado,20.46343,-12.36648
Centre Hospitalier National — Nuakchot,Hospital — Hospital público de referencia; capacidad limitada para casos complejos.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.08806,-15.98798",Hospital,18.08806,-15.98798
Centre Hospitalier des Spécialités — Nuadibú,Hospital — Centro hospitalario de referencia en el norte de la ruta.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.92879,-17.04444",Hospital,20.92879,-17.04444
Centre Hospitalier d'Atar,Hospital — Recurso sanitario urbano para el bloque del Adrar; no sustituye seguro de evacuación.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.52214,-13.0521",Hospital,20.52214,-13.0521
Hôpital de la Fraternité — Chinguetti,Hospital — Centro local relevante en el itinerario interior.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.46379,-12.36812",Hospital,20.46379,-12.36812
Clinique Chiva — Nuakchot,Hospital — Clínica privada citada por Exteriores; confirmar servicio antes de desplazarse.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.10059,-15.9846",Hospital,18.10059,-15.9846
Clinique Kissi — Nuakchot,Hospital — Clínica privada citada por Exteriores; confirmar servicio antes de desplazarse.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.09859,-15.98184",Hospital,18.09859,-15.98184
Clinique Ibn Sina — Nuakchot,Hospital — Clínica privada citada por Exteriores; confirmar servicio antes de desplazarse.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.09963,-15.9944",Hospital,18.09963,-15.9944
Combustible · Nuadibú,Combustible — Primera plaza con oferta amplia tras la frontera de Guerguerat; repostar aquí antes del eje ferroviario.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.93,-17.033",Combustible,20.93,-17.033
Combustible · Atar,"Combustible — Base del Adrar; última oferta formal fiable antes de los bloques de Tifoujar, Chinguetti, Ouadane y Richat — salir con el depósito lleno.",,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=20.51819,-13.05439",Combustible,20.51819,-13.05439
Combustible · Nuakchot,Combustible — Mejor oferta y calidad del país; repostar aquí antes del tramo final hacia Diawling/Diama o Rosso.,,https://theawakeman.github.io/africa2027/paises/mauritania/#logistica,"https://www.google.com/maps?q=18.11029,-16.02292",Combustible,18.11029,-16.02292
Agua de servicio · Africa Escale (Nuakchot),"Agua de servicio — [CONDICIONAL] El recinto publica agua y duchas, pero hay reseñas recientes contradictorias sobre disponibilidad y estado. Contactar antes y pedir autorización para llenar; inspeccionar el agua.",,https://theawakeman.github.io/africa2027/paises/mauritania/#agua-combustible,"https://www.google.com/maps?q=18.1049,-15.9922",Agua de servicio,18.1049,-15.9922
Agua de servicio · Bab Sahara (Atar),"Agua de servicio — [RECARGA CONFIRMADA POR EL OPERADOR] 100 l por 100 MRU según su web, con duchas. Anclaje para el Adrar; reconfirmar tarifa y tratar antes de beber.",,https://theawakeman.github.io/africa2027/paises/mauritania/#agua-combustible,"https://www.google.com/maps?q=20.51923,-13.0619",Agua de servicio,20.51923,-13.0619
Frontera · Entrada — Puerto de Tánger Med (ferry Tarifa/Algeciras),"Frontera — Entrada con vehículo y perro en el mismo ferry; control de pasaporte, ficha de importación temporal (TVIP) y, si procede, TIR/CPD de la Delica en el mismo trámite. Reservar plaza de vehículo con antelación en temporada alta. Punto en la terminal de pasajeros (Port Passagers Tanger Med), no en las terminales de contenedores.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=35.87794,-5.51435",Frontera,35.87794,-5.51435
Continuidad hacia el sur — límite de administración marroquí / Sáhara Occidental,"Frontera — No hay control fronterizo internacional entre Tarfaya y Laayoune (administración marroquí continua); sí puede haber controles de gendarmería con petición de documentación. Punto de referencia: la aldea de Tah, en la N1 justo sobre el paralelo 27°40′N que marcaba el límite del antiguo Sáhara español. El control real de salida del conjunto Marruecos–Sáhara está en Guerguerat (ver ficha Sáhara Occidental).",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=27.672,-12.9563",Frontera,27.672,-12.9563
Embajada de España en Rabat,"Consular — 3, Rue Aïn Khalouiya, Av. Mohammed VI (antigua Rte. des Zaërs), km 5,3, Souissi, 10170 Rabat. +212 537 63 39 00.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=33.96008,-6.82389",Consulado,33.96008,-6.82389
Consulado General de España en Tánger,"Consular — 85, Av. Président Habib Bourguiba, 90040 Tánger. +212 539 93 70 00. Referencia útil justo tras el desembarco en Tánger Med.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=35.78003,-5.82381",Consulado,35.78003,-5.82381
Consulado General de España en Casablanca,"Consular — 14, Bd. de Paris, 4ª planta, 20070 Casablanca (junto a la catedral del Sagrado Corazón y el parque de la Liga Árabe); trasladado desde la antigua sede de la rue d'Alger. +212 522 22 07 52.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=33.59025,-7.6252",Consulado,33.59025,-7.6252
Consulado General de España en Agadir,"Consular — 49, rue Ibn Batouta, secteur mixte, B.P. 3179, Agadir. +212 528 299 140; emergencia consular 24 h +212 661 080 470. Última oficina consular española antes del tramo sur; sin representación en Laayoune ni Dakhla.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=30.4217,-9.58642",Consulado,30.4217,-9.58642
Hôpital Ibn Sina — Rabat (CHU),"Hospital — Centro Hospitalario Universitario de referencia nacional, en Souissi, junto al hipódromo de Rabat.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=33.98268,-6.8521",Hospital,33.98268,-6.8521
Hôpital Militaire Avicenne — Marrakech,"Hospital — Hospital de referencia en el sur para urgencias graves, en el barrio de L'Hivernage; base logística antes de entrar en el Atlas y el desierto.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=31.63475,-8.02171",Hospital,31.63475,-8.02171
CHU Mohammed VI — Agadir (Souss-Massa),"Hospital — Hospital universitario inaugurado en noviembre de 2025 junto a la Facultad de Medicina Ibn Zohr, en la salida sureste de Agadir. Asume urgencias y partos desde el cierre del antiguo Hôpital Hassan II del centro (30.43628, -9.59078), en reconstrucción desde finales de marzo de 2026. Punto de apoyo médico antes del tramo semidesértico.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=30.41096,-9.53499",Hospital,30.41096,-9.53499
Combustible · red densa Afriquia/Shell/Total en todo el eje N1,"Combustible — Sin problema de autonomía en Marruecos: estaciones cada pocos kilómetros en el eje Tánger–Agadir–Tarfaya, todas con gasóleo de calidad estándar europea. Punto representativo (Agadir); repostar siempre por debajo de medio depósito antes de Guelmim.",,https://theawakeman.github.io/africa2027/paises/marruecos/#logistica,"https://www.google.com/maps?q=30.4,-9.6",Combustible,30.4,-9.6
Agua de servicio · fuente de Taddart (N7),"Agua de servicio — [RECARGA CONFIRMADA] Fuente de carretera con llenados recientes de hasta 200 l; caudal a veces débil. No bloquear el uso local, llevar bomba/garrafas y tratar antes de beber. Verificar el mismo día en la fuente enlazada.",,https://theawakeman.github.io/africa2027/paises/marruecos/#agua-combustible,"https://www.google.com/maps?q=31.4556,-7.9804",Agua de servicio,31.4556,-7.9804
Agua de servicio · Camping Equinox (El Ouatia),"Agua de servicio — [CONDICIONAL] Directorio actual declara agua y duchas, pero hay informes recientes de deterioro. Confirmar funcionamiento, acceso con ambos 4x4 y calidad antes de conectar; no asumir potabilidad.",,https://theawakeman.github.io/africa2027/paises/marruecos/#agua-combustible,"https://www.google.com/maps?q=28.49091,-11.33789",Agua de servicio,28.49091,-11.33789
Agua de servicio · Oued Ma Fatma,"Agua de servicio — [RECARGA DE PAGO DOCUMENTADA] Guía overlander registra 100 l por 20 MAD. Reconfirmar disponibilidad y precio; agua de servicio, no potable sin tratamiento.",,https://theawakeman.github.io/africa2027/paises/marruecos/#agua-combustible,"https://www.google.com/maps?q=28.205,-11.78283",Agua de servicio,28.205,-11.78283
Entrada (bajada) · Tarfaya → Tah: sin frontera internacional,"Frontera — NO hay frontera internacional al entrar: la administración marroquí es continua desde Tarfaya y el vehículo sigue con la misma TVIP obtenida en Tánger Med. Lo que sí empieza aquí es el régimen de CONTROLES DE GENDARMERÍA: a partir de Tah los puestos se suceden cada pocas decenas de kilómetros. Última localidad marroquí propiamente dicha: Tarfaya, con el museo de Saint-Exupéry y la Casa del Mar.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=27.9394,-12.9231",Frontera,27.9394,-12.9231
Salida (bajada) / Entrada (subida) · Guerguerat,"Frontera — Único paso terrestre con Mauritania y único corredor viable norte-sur de toda África occidental. Control marroquí + tierra de nadie sin asfaltar + control mauritano: 4-6 h. eVisa mauritana OBLIGATORIA tramitada con antelación (ya no hay visado a la llegada). Llevar dírhams o euros en efectivo, no dólares. No fotografiar nada. Cruzar por la mañana. En la subida el sentido es el inverso y el control marroquí de ENTRADA es más minucioso que el de salida.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=21.4261,-16.9586",Frontera,21.4261,-16.9586
Salida (subida) · Smara → Tan-Tan o El Aaiún → Tarfaya,"Frontera — Tampoco hay frontera al salir del territorio hacia Marruecos. La subida puede rematar por el interior (Smara → Tan-Tan, POR CONFIRMAR estado de la carretera y controles) o volviendo a la N1 costera por El Aaiún y Tarfaya. En ambos casos la continuidad administrativa es marroquí. El punto de la ficha se sitúa en Smara, que es donde se decide la variante interior; la variante costera sale por el mismo Tarfaya/Tah del punto de entrada.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=26.74358,-11.66455",Frontera,26.74358,-11.66455
Hospital Regional Moulay Hassan Ben El Mehdi — El Aaiún,"Hospital — Hospital de referencia del territorio y mayor de los dos que forman el Centro Hospitalario Regional de El Aaiún (el otro es el Hassan II de especialidades). Cubre urgencias y cirugía básica, no politraumatismos graves: el seguro con evacuación médica es imprescindible en este tramo. La evacuación realista es a Agadir o Canarias.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=27.15672,-13.18926",Hospital,27.15672,-13.18926
Hospital / centro de salud — Dajla,"Hospital — Hospital Hassan II de Dajla («General Hospitals of Dakhla»), suficiente para lo básico. Para urgencias graves, evacuación a El Aaiún o Agadir — a 550 y 1.200 km.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=23.71409,-15.92269",Hospital,23.71409,-15.92269
Consulado de España más próximo — Agadir (referencia),"Consular — Sin representación consular española en El Aaiún ni en Dajla: el consulado general de Agadir y la embajada en Rabat son las referencias operativas para todo el territorio, en las dos pasadas.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=30.4217,-9.58642",Consulado,30.4217,-9.58642
Combustible · Laayoune Plage,"Combustible — Primera estación tras salir de El Aaiún, ~20 km al sur. Diésel subvencionado, sensiblemente más barato que en Marruecos: repostar aquí en las dos pasadas.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=27.11,-13.42",Combustible,27.11,-13.42
Combustible · Lemsid,"Combustible — ~80 km al sur de Laayoune Plage. Punto de repostaje intermedio confirmado por overlanders (Horizons Unlimited, iOverlander).",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=26.53933,-13.83683",Combustible,26.53933,-13.83683
Combustible · Bojador (Boujdour),"Combustible — ~80 km al sur de Lemsid; última localidad con oferta amplia antes del tramo largo hacia Dajla. Repostar aquí siempre, aunque el depósito no esté a la mitad.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=26.1331,-14.4669",Combustible,26.1331,-14.4669
Combustible · cruce de Dajla (Dakhla Junction),"Combustible — ~290 km al sur de Bojador; dos estaciones en la rotonda de acceso a la península, confirmadas y activas en iOverlander. El tramo previo no tiene nada intermedio salvo viento.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=23.735,-15.87",Combustible,23.735,-15.87
Combustible · Bir Gandouz,Combustible — Última estación fiable antes de Guerguerat (~80 km). El tramo Dajla-Bir Gandouz (~250 km) es el más largo sin repostaje garantizado de todo el bloque Marruecos/Sáhara: llegar con el depósito lleno desde Dajla.,,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=21.61373,-16.47107",Combustible,21.61373,-16.47107
Combustible · El Aaiún → Smara (corredor de subida),Combustible — Eje interior de ~240 km con oferta escasa: repostar a fondo en El Aaiún y contar con que entre medias puede no haber nada fiable. POR CONFIRMAR sobre el terreno antes de tomar el desvío de Smara.,,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=26.7394,-11.6703",Combustible,26.7394,-11.6703
Zona de exclusión · muro de arena (berma) y franja este,"Servicio — El muro marroquí recorre unos 2.700 km de sur a norte y está flanqueado por EL CAMPO DE MINAS CONTINUO MÁS LARGO DEL MUNDO, con minas colocadas en zigzag a un metro unas de otras y hasta tres filas en algunos tramos. Toda la franja este del territorio, y cualquier pista que se aleje del corredor asfaltado hacia el interior, queda EXCLUIDA SIN EXCEPCIÓN. Coordenada meramente indicativa de la zona a evitar, no un punto a visitar: cae en la franja al ESTE del muro, entre Mehaires y Tifariti, es decir dentro de la zona controlada por el Polisario y fuera de todo itinerario posible.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#logistica,"https://www.google.com/maps?q=26.0,-11.0",Servicio,26.0,-11.0
Agua de servicio · Camping Sahara Line (Bojador),"Agua de servicio — [CONDICIONAL] Se documentan recargas de pago y duchas, pero también agua salobre, poca presión y servicio irregular. Confirmar el mismo día; usar solo como agua de servicio.",,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#agua-combustible,"https://www.google.com/maps?q=26.13217,-14.49533",Agua de servicio,26.13217,-14.49533
Agua de servicio · Camping Moussafir (Dajla),Agua de servicio — [CONDICIONAL] El establecimiento publica agua y vaciado para 4x4/campers. Reservar y pedir autorización expresa para llenar ambos depósitos; no asumir potabilidad.,,https://theawakeman.github.io/africa2027/paises/sahara-occidental/#agua-combustible,"https://www.google.com/maps?q=23.76417,-15.9075",Agua de servicio,23.76417,-15.9075
"Frontera · Entrada bajada — Sambaïlo / Koundara (desde Kalifourou, Senegal)","Frontera — El paso más fácil entre Senegal y Guinea y el que usa la práctica totalidad del tráfico: carretera asfaltada en buen estado a los dos lados. El puesto SENEGALÉS real de este eje es KALIFOUROU (12,92415 / -13,63848, región de Kolda), no Manda; del lado GUINEANO los trámites se hacen en SAMBAÏLO, subprefectura a 11 km al noroeste de Koundara y a unos 48 km de Kalifourou. Esta coordenada es el nodo OSM del pueblo de Sambaïlo: OSM no cartografía aquí ningún puesto fronterizo. El puesto de control yuxtapuesto de Boundou Fourdou, construido a caballo sobre la raya y entregado a las autoridades en diciembre de 2019, seguía descrito en abril de 2023 con «une absence totale de vie administrative»: no contar con él. El eje evita por completo el territorio de Guinea-Bisáu, excluido por protocolo del proyecto. AVISOS: (1) el visado NO se expide en la frontera — hay que llegar con la eVisa o el visado consular ya emitido; (2) las fronteras de Guinea CIERRAN DE NOCHE: llegar con margen de varias horas de luz; (3) hay una franja larga de tierra de nadie entre los dos puestos —las fuentes hablan de ~20 km, pero de Kalifourou a Sambaïlo hay ~48 km de carretera: POR CONFIRMAR dónde está exactamente cada control—; (4) se paga un laissez-passer de frontera del orden de 50.000 GNF que fija la duración de la estancia — comprobar que la fecha que escriben cubre todo el tramo previsto; (5) el ferry sobre el río Bantala, en la variante antigua, ha estado averiado con frecuencia: confirmar qué ruta está operativa. Es también la frontera de SALIDA de la subida.",,https://theawakeman.github.io/africa2027/paises/guinea/#logistica,"https://www.google.com/maps?q=12.58241,-13.37191",Frontera,12.58241,-13.37191
"Frontera · Salida bajada — N'Zo / Gbapleu (hacia Danané, Costa de Marfil)","Frontera — Paso principal entre la Guinea forestal y el oeste de Costa de Marfil, en la prefectura de Lola: del puesto guineano de N'Zo al marfileño de Gbapleu, y de ahí a Danané y Man. Reabierto en septiembre de 2016 tras el cierre sanitario por el ébola. Es la salida obligada de la bajada, porque LIBERIA ESTÁ EXCLUIDA de la ruta por la imposibilidad de obtener visado en frontera terrestre: de Guinea se va directo a Costa de Marfil. POR CONFIRMAR: horarios exactos, si sellan CPD y el estado del asfalto en el tramo Nzérékoré-Lola-N'Zo. Frontera cerrada de noche. GEOMETRÍA DEL PASO (nodos OSM, verificados): las Douanes guineanas están DENTRO del pueblo de N'Zoo (7,67720 / -8,31470, a 280 m del mercado semanal); 6 km al sur, la Police aux frontières (7,62060 / -8,30528); y 1,25 km más allá, ya en la raya, el Poste Frontière (7,60982 / -8,31122), que es esta coordenada. Del lado marfileño, el pueblo de Gbapleu queda 4,5 km al suroeste. Son TRES paradas, no una, repartidas en unos 8 km.",,https://theawakeman.github.io/africa2027/paises/guinea/#logistica,"https://www.google.com/maps?q=7.60982,-8.31122",Frontera,7.60982,-8.31122
Frontera · Entrada subida — N'Zo / Gbapleu (desde Costa de Marfil),"Frontera — Mismo paso en sentido inverso. Aquí se abre el segundo visado guineano y el segundo permiso temporal del vehículo. Alternativa teórica más al norte (Sipilou / Kérouané-Beyla) que evitaría repetir el puesto, PERO está muy poco documentada y la carretera es incierta: POR CONFIRMAR antes de contar con ella. Salvo que se verifique, la entrada de la subida repite N'Zo y la diferenciación de corredores se consigue en el interior del país, no en la frontera. La coordenada es la misma que la de salida (Poste Frontière de N'Zoo, 7,60982 / -8,31122): ver en aquel punto la secuencia de aduana, policía de fronteras y puesto de raya.",,https://theawakeman.github.io/africa2027/paises/guinea/#logistica,"https://www.google.com/maps?q=7.60982,-8.31122",Frontera,7.60982,-8.31122
